name,state,constituency,wikipedia,party_id,party,term,source,area,coalition,coalition_id
Johari Abdul,Kedah,Sungai Petani,http://en.wikipedia.org/wiki/Johari_Abdul,PKR,People's Justice Party,13,"","Sungai Petani, Kedah",,
Abdul Azeez Abdul Rahim,Kedah,Baling,http://en.wikipedia.org/wiki/Abdul_Azeez_Abdul_Rahim,UMNO,United Malays National Organisation,13,"","Baling, Kedah",Barisan Nasional,BN
Surendran Nagarajan,Kedah,Padang Serai,http://en.wikipedia.org/wiki/N._Surendran,PKR,People's Justice Party,13,"","Padang Serai, Kedah",,
Abdul Aziz Sheikh Fadzir,Kedah,Kulim-Bandar Baharu,http://en.wikipedia.org/wiki/Abdul_Aziz_Sheikh_Fadzir,UMNO,United Malays National Organisation,13,"","Kulim-Bandar Baharu, Kedah",Barisan Nasional,BN
Kamaruddin Jaafar,Kelantan,Tumpat,http://en.wikipedia.org/wiki/Kamaruddin_Jaafar,PAS,Pan-Malaysian Islamic Party,13,"","Tumpat, Kelantan",,
Izani Husin,Kelantan,Pengkalan Chepa,,PAS,Pan-Malaysian Islamic Party,13,"","Pengkalan Chepa, Kelantan",,
Takiyuddin Hassan,Kelantan,Kota Bharu,,PAS,Pan-Malaysian Islamic Party,13,"","Kota Bharu, Kelantan",,
Nik Mohamad Abduh Nik Abdul Aziz,Kelantan,Pasir Mas,,PAS,Pan-Malaysian Islamic Party,13,"","Pasir Mas, Kelantan",,
Siti Zailah Mohd Yusoff,Kelantan,Rantau Panjang,http://en.wikipedia.org/wiki/Siti_Zailah_Mohd_Yusoff,PAS,Pan-Malaysian Islamic Party,13,"","Rantau Panjang, Kelantan",,
Ahmad Baihaki Atiqullah,Kelantan,Kubang Kerian,,PAS,Pan-Malaysian Islamic Party,13,"","Kubang Kerian, Kelantan",,
Ahmad Marzuk Shaary,Kelantan,Bachok,,PAS,Pan-Malaysian Islamic Party,13,"","Bachok, Kelantan",,
Annuar Musa,Kelantan,Ketereh,http://en.wikipedia.org/wiki/Annuar_Musa,UMNO,United Malays National Organisation,13,"","Ketereh, Kelantan",Barisan Nasional,BN
Ikmal Hisham Abdul Aziz,Kelantan,Tanah Merah,,UMNO,United Malays National Organisation,13,"","Tanah Merah, Kelantan",Barisan Nasional,BN
Nik Mazian Nik Mohamad,Kelantan,Pasir Puteh,,PAS,Pan-Malaysian Islamic Party,13,"","Pasir Puteh, Kelantan",,
Ahmad Jazlan Yaakub,Kelantan,Machang,,UMNO,United Malays National Organisation,13,"","Machang, Kelantan",Barisan Nasional,BN
Mustapa Mohamed,Kelantan,Jeli,http://en.wikipedia.org/wiki/Mustapa_Mohamed,UMNO,United Malays National Organisation,13,"","Jeli, Kelantan",Barisan Nasional,BN
Mohd Hatta Ramli,Kelantan,Kuala Krai,http://en.wikipedia.org/wiki/Mohd_Hatta_Ramli,PAS,Pan-Malaysian Islamic Party,13,"","Kuala Krai, Kelantan",,
Tengku Razaleigh Hamzah,Kelantan,Gua Musang,http://en.wikipedia.org/wiki/Tengku_Razaleigh_Hamzah,UMNO,United Malays National Organisation,13,"","Gua Musang, Kelantan",Barisan Nasional,BN
Idris Jusoh,Terengganu,Besut,http://en.wikipedia.org/wiki/Idris_Jusoh,UMNO,United Malays National Organisation,13,"","Besut, Terengganu",Barisan Nasional,BN
Che Mohamad Zulkifly Jusoh,Terengganu,Setiu,,UMNO,United Malays National Organisation,13,"","Setiu, Terengganu",Barisan Nasional,BN
Mohd Khairuddin Aman Razali,Terengganu,Kuala Nerus,,PAS,Pan-Malaysian Islamic Party,13,"","Kuala Nerus, Terengganu",,
Raja Kamarul Bahrin Shah Raja Ahmad,Terengganu,Kuala Terengganu,,PAS,Pan-Malaysian Islamic Party,13,"","Kuala Terengganu, Terengganu",,
Abdul Hadi Awang,Terengganu,Marang,http://en.wikipedia.org/wiki/Abdul_Hadi_Awang,PAS,Pan-Malaysian Islamic Party,13,"","Marang, Terengganu",,
Jailani Johari,Terengganu,Hulu Terengganu,,UMNO,United Malays National Organisation,13,"","Hulu Terengganu, Terengganu",Barisan Nasional,BN
Wan Hassan Mohd Ramli,Terengganu,Dungun,,PAS,Pan-Malaysian Islamic Party,13,"","Dungun, Terengganu",,
Ahmad Shabery Cheek,Terengganu,Kemaman,http://en.wikipedia.org/wiki/Ahmad_Shabery_Cheek,UMNO,United Malays National Organisation,13,"","Kemaman, Terengganu",Barisan Nasional,BN
Reezal Merican Naina Merican,Penang,Kepala Batas,http://en.wikipedia.org/wiki/Reezal_Merican_Naina_Merican,UMNO,United Malays National Organisation,13,"","Kepala Batas, Penang",Barisan Nasional,BN
Shabudin Yahaya,Penang,Tasek Gelugor,,UMNO,United Malays National Organisation,13,"","Tasek Gelugor, Penang",Barisan Nasional,BN
Lim Guan Eng,Penang,Bagan,http://en.wikipedia.org/wiki/Lim_Guan_Eng,DAP,Democratic Action Party,13,"","Bagan, Penang",,
Wan Azizah Wan Ismail,Penang,Permatang Pauh,http://en.wikipedia.org/wiki/Wan_Azizah_Wan_Ismail,PKR,People's Justice Party,13,"","Permatang Pauh, Penang",,
Steven Sim Chee Keong,Penang,Bukit Mertajam,http://en.wikipedia.org/wiki/Steven_Sim,DAP,Democratic Action Party,13,"","Bukit Mertajam, Penang",,
Kasthuriraani Patto,Penang,Batu Kawan,http://en.wikipedia.org/wiki/Kasthuriraani_Patto,DAP,Democratic Action Party,13,"","Batu Kawan, Penang",,
Mansor Othman,Penang,Nibong Tebal,,PKR,People's Justice Party,13,"","Nibong Tebal, Penang",,
Zairil Khir Johari,Penang,Bukit Bendera,http://en.wikipedia.org/wiki/Zairil_Khir_Johari,DAP,Democratic Action Party,13,"","Bukit Bendera, Penang",,
Ng Wei Aik,Penang,Tanjong,,DAP,Democratic Action Party,13,"","Tanjong, Penang",,
Jeff Ooi Chuan Aun,Penang,Jelutong,http://en.wikipedia.org/wiki/Jeff_Ooi,DAP,Democratic Action Party,13,"","Jelutong, Penang",,
Ramkarpal Singh Deo,Penang,Bukit Gelugor,http://en.wikipedia.org/wiki/Ramkarpal_Singh,DAP,Democratic Action Party,13,"","Bukit Gelugor, Penang",,
Sim Tze Tzin,Penang,Bayan Baru,http://en.wikipedia.org/wiki/Sim_Tze_Tzin,PKR,People's Justice Party,13,"","Bayan Baru, Penang",,
Hilmi Yahaya,Penang,Balik Pulau,,UMNO,United Malays National Organisation,13,"","Balik Pulau, Penang",Barisan Nasional,BN
Hasbullah Osman,Perak,Gerik,,UMNO,United Malays National Organisation,13,"","Gerik, Perak",Barisan Nasional,BN
Shamsul Anuar Nasarah,Perak,Lenggong,http://en.wikipedia.org/wiki/Shamsul_Anuar_Nasarah,UMNO,United Malays National Organisation,13,"","Lenggong, Perak",Barisan Nasional,BN
Hamzah Zainudin,Perak,Larut,http://en.wikipedia.org/wiki/Hamzah_Zainudin,UMNO,United Malays National Organisation,13,"","Larut, Perak",Barisan Nasional,BN
Mujahid Yusof Rawa,Perak,Parit Buntar,http://en.wikipedia.org/wiki/Mujahid_Yusof_Rawa,PAS,Pan-Malaysian Islamic Party,13,"","Parit Buntar, Perak",,
Noor Azmi Ghazali,Perak,Bagan Serai,,UMNO,United Malays National Organisation,13,"","Bagan Serai, Perak",Barisan Nasional,BN
Idris Ahmad,Perak,Bukit Gantang,,PAS,Pan-Malaysian Islamic Party,13,"","Bukit Gantang, Perak",,
Nga Kor Ming,Perak,Taiping,http://en.wikipedia.org/wiki/Nga_Kor_Ming,DAP,Democratic Action Party,13,"","Taiping, Perak",,
Mohamed Nazri Abdul Aziz,Perak,Padang Rengas,http://en.wikipedia.org/wiki/Mohamed_Nazri_Abdul_Aziz,UMNO,United Malays National Organisation,13,"","Padang Rengas, Perak",Barisan Nasional,BN
Michael Jeyakumar Devaraj,Perak,Sungai Siput,http://en.wikipedia.org/wiki/Michael_Jeyakumar_Devaraj,PSM,Parti Sosialis Malaysia,13,"","Sungai Siput, Perak",,
Ahmad Husni Hanadzlah,Perak,Tambun,http://en.wikipedia.org/wiki/Ahmad_Husni_Hanadzlah,UMNO,United Malays National Organisation,13,"","Tambun, Perak",Barisan Nasional,BN
Su Keong Siong,Perak,Ipoh Timor,,DAP,Democratic Action Party,13,"","Ipoh Timor, Perak",,
M. Kulasegaran,Perak,Ipoh Barat,http://en.wikipedia.org/wiki/M._Kulasegaran,DAP,Democratic Action Party,13,"","Ipoh Barat, Perak",,
